GATE_SB_SL: -2076.183,-191.796,-1745.837,-706.5486,0,0
SL_I01: 2690.361,273.9549,1882.771,39.54934,0,2
SL_A15: 2993.751,280.6444,2222.908,126.3382,0,0
SL_S06: 2990.811,386.4265,2220.8,239.3751,0,0
SL_AI: 3219.883,200.0221,2340.752,74.3604,0,2
SL_C08: -1651.638,-209.0447,-1225.231,-403.4504,1,1
SL_C05: -1321.638,-310.0451,-1072.231,-384.4504,1,1
SL_S09: -1039.463,-310.0283,-775.3876,-521.1246,1,0
SL_C04: -911.6389,-202.0449,-715.2308,-398.4504,1,1
SL_D01: -802.6389,109.9551,-686.2308,54.54927,1,1
SL_D02: -705.6389,-256.0446,-557.2308,-479.451,1,1
SL_D03: -448.639,-356.0451,-344.231,-455.4504,1,1
SL_A07: -285.6385,-243.0451,-95.23106,-372.4504,1,1
SL_A04: -409.639,-170.0449,-252.2307,-248.4504,1,1
SL_S03: -469.5632,-93.39723,-417.6116,-192.0366,2,0
SL_E01: -148.6388,-179.0446,12.76911,-460.4504,1,1
SL_B04: -144.639,413.9549,103.7691,26.54931,0,1
SL_C03: -143.989,50.42994,-71.23109,37.54938,0,1
SL_A11: -272.4171,-84.04485,-112.6757,-158.0898,1,1
SL_A05: 19.36106,-273.0451,135.769,-353.4504,1,1
SL_E02: 540.3594,-292.0451,281.769,-354.4504,1,1
SL_S08: 841.449,-181.1533,692.952,-228.8921,1,0
SL_C07: 1075.362,-194.0449,859.7685,-393.4504,1,1
SL_A03: -709.6389,-294.0451,-705.2308,-856.4501,0,1
SL_C06: -1038.639,-296.0451,-1076.231,-848.4501,0,1
SL_S04: -1005.563,-225.3973,-939.6119,-737.0367,0,0
SL_A06: -1361.637,-299.0451,-1220.231,-845.4501,0,1
SL_D05: -1745.638,-301.0451,-1682.232,-840.4501,0,1
SL_S11: 643.9089,-44.81498,562.3812,-215.035,2,0
SL_COAST01: 1027.638,85.16809,975.6178,-156.3908,2,1
SL_COAST02: 1461.238,189.3514,1088.368,-80.60765,2,1
SL_COAST03: 2109.238,142.2039,1540.188,-156.5092,2,1
SL_COAST04: 2354.786,-243.7961,1830.688,-552.5576,1,0
SL_COAST05: 2731.04,-410.9866,1987.926,-513.7958,1,0
OffScreenDen_SL: -1371.637,-51.04496,-1419.232,-116.4508,1,1
Connection: GATE_SB_SL,SL_D05,36,5,5,31,3,2
Connection: GATE_SH_SL,SL_C11,45,11,5,100,0,2
Connection: GATE_SH_SL,SL_S02,36,5,17,17,3,2
Connection: GATE_GW_SL,SL_A08,36,5,9,32,3,1
Connection: GATE_FF_SL,SL_COASTSHELTER,45,9,15,17,0,2
Connection: GATE_FF_SL,SL_COAST05,36,5,188,29,3,0
Connection: SL_A08,SL_S07,4,18,29,18,2,0
Connection: SL_A08,SL_C12,47,15,2,17,0,2
Connection: SL_C12,SL_F01,143,17,6,58,0,2
Connection: SL_B02,SL_A02,12,30,35,28,3,3
Connection: SL_B02,SL_C11,104,32,5,39,3,2
Connection: SL_B02,SL_A14,31,13,23,33,3,1
Connection: SL_A14,SL_A17,2,4,44,4,2,0
Connection: SL_A14,SL_E03,40,4,5,4,0,2
Connection: SL_E03,SL_H03,230,30,57,8,1,3
Connection: SL_E03,SL_COAST01,256,4,8,17,0,2
Connection: SL_E03,SL_S11,173,9,22,17,3,1
Connection: SL_A02,SL_C01,10,28,40,76,3,0
Connection: SL_A02,SL_A17,7,10,8,27,3,1
Connection: SL_C01,SL_B01,9,53,42,16,3,3
Connection: SL_C01,SL_A13,24,21,16,33,3,1
Connection: SL_A13,SL_A04,16,2,28,31,3,1
Connection: SL_B01,SL_D06,3,29,194,14,3,3
Connection: SL_F01,SL_C08,189,62,27,112,3,1
Connection: SL_F01,SL_C02,171,22,14,9,3,3
Connection: SL_C02,SL_D06,55,18,24,22,3,3
Connection: SL_C02,SL_C10,102,15,30,112,3,1
Connection: SL_C02,SL_F02,164,7,3,57,3,3
Connection: SL_C10,SL_A10,49,30,3,18,0,2
Connection: SL_A10,SL_D02,44,18,4,63,0,2
Connection: SL_F02,SL_S05,64,64,9,19,3,2
Connection: SL_F02,SL_D06,62,64,113,31,3,3
Connection: SL_F02,SL_D04,127,49,24,62,3,3
Connection: SL_D04,SL_A12,34,63,10,31,3,1
Connection: SL_D04,SL_H02,70,61,31,66,3,3
Connection: SL_A12,SL_A04,27,3,21,31,3,1
Connection: SL_H02,SL_H03,180,51,38,11,3,3
Connection: SL_H03,SL_C09,425,23,4,17,0,2
Connection: SL_H03,SL_C07,143,31,20,112,3,1
Connection: SL_C09,SL_A16,151,32,43,3,1,3
Connection: SL_A16,SL_S10,4,26,30,26,2,0
Connection: SL_A16,SL_I01,43,13,4,62,0,2
Connection: SL_I01,SL_A15,144,66,3,21,0,2
Connection: SL_A15,SL_S06,43,32,31,20,1,0
Connection: SL_A15,SL_AI,44,3,2,30,0,1
Connection: SL_C08,SL_C05,42,42,6,31,0,2
Connection: SL_C05,SL_S09,155,31,13,31,0,2
Connection: SL_C05,SL_C04,159,20,4,28,0,2
Connection: SL_C04,SL_D01,26,112,12,58,1,3
Connection: SL_D01,SL_D02,82,63,23,145,3,1
Connection: SL_D02,SL_D03,49,63,2,60,0,2
Connection: SL_D03,SL_A04,51,72,9,10,0,0
Connection: SL_D03,SL_A03,8,72,44,27,2,0
Connection: SL_D03,SL_A07,92,70,11,18,0,2
Connection: SL_A07,SL_E01,39,23,4,86,0,2
Connection: SL_A04,SL_S03,4,29,23,12,2,3
Connection: SL_A04,SL_A11,35,31,4,5,1,3
Connection: SL_E01,SL_B04,21,204,23,98,1,3
Connection: SL_E01,SL_C03,11,165,23,100,2,3
Connection: SL_E01,SL_A05,45,66,4,13,0,2
Connection: SL_B04,SL_C03,33,62,42,114,3,3
Connection: SL_C03,SL_A11,16,23,31,32,3,1
Connection: SL_A05,SL_E02,42,29,7,30,0,2
Connection: SL_E02,SL_S08,240,32,35,10,1,3
Connection: SL_E02,SL_C07,248,18,1,28,0,2
Connection: SL_A03,SL_C06,3,30,141,27,2,0
Connection: SL_C06,SL_S04,92,30,24,13,0,3
Connection: SL_C06,SL_A06,2,15,45,17,2,0
Connection: SL_A06,SL_D05,2,17,201,16,2,0
Connection: SL_COAST01,SL_COAST02,43,56,20,9,0,2
Connection: SL_COAST02,SL_COAST03,193,10,26,43,3,3
Connection: SL_COAST03,SL_COAST04,183,59,38,143,3,1
Connection: SL_COAST04,SL_COAST05,57,23,8,27,0,2
