GATE_DS_SB: -1138.887,-340.589,-1078.804,-373.3461,0,0
DS_A10: -235.4651,-132.8613,-267.7057,-224.0147,0,1
DS_COAST01: 802.1229,213.9019,617.8679,322.8518,1,1
DS_COAST02: 1219.804,184.7742,860.2083,299.1922,1,1
OffScreenDen_DS: -385.4651,198.1387,91.29454,485.9856,1,1
Connection: GATE_DS_SB,DS_D02,45,9,3,16,0,2
Connection: GATE_DS_SB,DS_S03,36,5,19,18,3,2
Connection: GATE_SU_DS,DS_B02,36,5,4,23,3,2
Connection: GATE_DS_GW,DS_B10,2,11,97,17,2,0
Connection: GATE_DS_DC,DS_COAST02,11,5,133,23,3,1
Connection: DS_B02,DS_A22,96,21,4,21,0,2
Connection: DS_A22,DS_A15,24,28,10,6,1,3
Connection: DS_A22,DS_A06,43,21,4,21,0,2
Connection: DS_A06,DS_A02,49,21,5,21,0,2
Connection: DS_A06,DS_A01,33,12,48,32,3,1
Connection: DS_A02,DS_B03,48,21,5,62,0,2
Connection: DS_A20,DS_S01r,7,18,29,18,2,0
Connection: DS_A20,DS_B03,33,3,17,14,3,3
Connection: DS_B03,DS_A16,48,60,5,32,0,1
Connection: DS_B03,DS_A14,36,5,11,32,3,1
Connection: DS_B03,DS_A10,26,8,43,31,3,1
Connection: DS_A15,DS_A23,44,19,2,20,0,2
Connection: DS_A23,DS_A09,45,29,4,30,0,2
Connection: DS_A09,DS_A19,34,35,11,4,1,3
Connection: DS_A19,DS_B04,50,15,9,28,0,1
Connection: DS_B04,DS_A08,104,14,5,16,0,2
Connection: DS_A08,DS_B07,41,34,4,31,0,2
Connection: DS_A08,DS_S04,45,6,15,23,3,2
Connection: DS_B07,DS_C04,104,31,2,113,0,2
Connection: DS_B07,DS_A24,90,5,31,32,3,1
Connection: DS_A16,DS_A07,41,24,4,25,3,2
Connection: DS_A07,DS_A17,31,3,16,3,3,3
Connection: DS_A17,DS_A24,33,32,4,2,1,3
Connection: DS_A24,DS_A11,45,15,4,13,0,2
Connection: DS_A11,DS_COAST01,43,30,7,3,1,3
Connection: DS_C04,DS_C01,45,17,13,57,0,3
Connection: DS_C04,DS_B08,2,11,45,45,2,0
Connection: DS_A14,DS_B01,48,32,13,29,0,1
Connection: DS_B01,DS_A25,96,23,4,25,0,2
Connection: DS_B01,DS_D01,53,2,64,18,3,1
Connection: DS_A25,DS_B08,43,3,16,5,3,3
Connection: DS_C01,DS_A21,49,101,4,24,0,2
Connection: DS_C01,DS_S02l,40,57,18,18,3,2
Connection: DS_C01,DS_D01,5,24,197,12,2,0
Connection: DS_C01,DS_C03,42,15,4,12,3,2
Connection: DS_C03,DS_B10,141,25,45,9,0,3
Connection: DS_D01,DS_A05,3,6,48,8,2,0
Connection: DS_A05,DS_D03,5,8,197,7,2,0
Connection: DS_D03,DS_A27,34,20,42,3,1,3
Connection: DS_A27,DS_C02,2,10,49,14,2,0
Connection: DS_C02,DS_A26,48,59,2,13,0,2
Connection: DS_C02,DS_D02,4,52,44,122,2,0
Connection: DS_A26,DS_B06,42,31,2,74,0,2
Connection: DS_B06,DS_A13,45,36,2,32,0,2
Connection: DS_A13,DS_A10,45,32,2,32,0,2
Connection: DS_COAST01,DS_COAST02,98,14,3,27,0,2
